,Unnamed: 0,promedio,indice,fecha
0,0,-0.4637526273727417,mndwi,2010001
1,1,-0.3846707940101624,mndwi,2010009
2,2,-0.4066143929958344,mndwi,2010017
3,3,-0.4286030828952789,mndwi,2010025
4,4,-0.4119976460933685,mndwi,2010033
5,5,-0.42900511622428894,mndwi,2010041
6,6,-0.3742741942405701,mndwi,2010049
7,7,-0.420931488275528,mndwi,2010057
8,8,-0.4020922183990479,mndwi,2010065
9,9,-0.3788547515869141,mndwi,2010073
10,10,-0.3887878060340881,mndwi,2010081
11,11,-0.3850648403167725,mndwi,2010089
12,12,-0.3695372641086577,mndwi,2010097
13,13,-0.3543571531772613,mndwi,2010105
14,14,-0.3634101152420044,mndwi,2010113
15,15,-0.31806036829948425,mndwi,2010121
16,16,-0.37315383553504944,mndwi,2010129
17,17,-0.3198382556438446,mndwi,2010137
18,18,-0.39030492305755615,mndwi,2010145
19,19,-0.35588204860687256,mndwi,2010153
20,20,-0.291232168674469,mndwi,2010161
21,21,-0.3410813808441162,mndwi,2010169
22,22,-0.3932661414146423,mndwi,2010177
23,23,-0.38756293058395386,mndwi,2010185
24,24,-0.4142686128616333,mndwi,2010193
25,25,-0.406590461730957,mndwi,2010201
26,26,-0.4022575914859772,mndwi,2010209
27,27,-0.3787911236286163,mndwi,2010217
28,28,-0.394987016916275,mndwi,2010225
29,29,-0.3558524250984192,mndwi,2010233
30,30,-0.4357196092605591,mndwi,2010241
31,31,-0.4407595098018646,mndwi,2010249
32,32,-0.443012684583664,mndwi,2010257
33,33,-0.5263793468475342,mndwi,2010265
34,34,-0.5284141898155212,mndwi,2010273
35,35,-0.514447033405304,mndwi,2010281
36,36,-0.5226080417633057,mndwi,2010289
37,37,-0.5095547437667847,mndwi,2010297
38,38,-0.5069455504417419,mndwi,2010305
39,39,-0.4935146570205689,mndwi,2010313
40,40,-0.44859579205513,mndwi,2010321
41,41,-0.5087773203849792,mndwi,2010329
42,42,-0.4938541054725647,mndwi,2010337
43,43,-0.5017622113227844,mndwi,2010345
44,44,-0.4622626900672913,mndwi,2010353
45,45,-0.4998200237751007,mndwi,2010361
46,46,-0.4981235265731812,mndwi,2011001
47,47,-0.4888339042663574,mndwi,2011009
48,48,-0.4925321042537689,mndwi,2011017
49,49,-0.3234641253948212,mndwi,2011025
50,50,-0.4320476055145264,mndwi,2011033
51,51,-0.4707678258419037,mndwi,2011041
52,52,-0.2788839638233185,mndwi,2011049
53,53,-0.4057499766349793,mndwi,2011057
54,54,-0.4429624974727631,mndwi,2011065
55,55,-0.4068774878978729,mndwi,2011073
56,56,-0.4009588956832886,mndwi,2011081
57,57,-0.4346079826354981,mndwi,2011089
58,58,-0.4234645366668701,mndwi,2011097
59,59,-0.4124087989330292,mndwi,2011105
60,60,-0.4013530611991882,mndwi,2011113
61,61,-0.40988239645957947,mndwi,2011121
62,62,-0.26425424218177795,mndwi,2011129
63,63,-0.4317285716533661,mndwi,2011137
64,64,-0.3984945118427277,mndwi,2011145
65,65,-0.43404677510261536,mndwi,2011153
66,66,-0.4352644681930542,mndwi,2011161
67,67,-0.4433910548686981,mndwi,2011169
68,68,-0.44865262508392334,mndwi,2011177
69,69,-0.414925217628479,mndwi,2011185
70,70,-0.3924785852432251,mndwi,2011193
71,71,-0.4393094480037689,mndwi,2011201
72,72,-0.4293371438980103,mndwi,2011209
73,73,-0.4539186656475067,mndwi,2011217
74,74,-0.4607566595077514,mndwi,2011225
75,75,-0.4606054127216339,mndwi,2011233
76,76,-0.4393158555030823,mndwi,2011241
77,77,-0.43614861369133,mndwi,2011249
78,78,-0.4254423379898071,mndwi,2011257
79,79,-0.4405235648155213,mndwi,2011265
80,80,-0.4495329856872559,mndwi,2011273
81,81,-0.4652435481548309,mndwi,2011281
82,82,-0.470967710018158,mndwi,2011289
83,83,-0.4599561095237732,mndwi,2011297
84,84,-0.4418601095676422,mndwi,2011305
85,85,-0.4226212799549103,mndwi,2011313
86,86,-0.4257409870624542,mndwi,2011321
87,87,-0.4438961446285248,mndwi,2011329
88,88,-0.4337359666824341,mndwi,2011337
89,89,-0.4214510023593903,mndwi,2011345
90,90,-0.4133458435535431,mndwi,2011353
